lat,lon,dia
26.86,-43.26,32.14
-23.32,117.59,17.8
62.31,-41.86,11.17
22.05,-163.32,94.59
-56.82,11.3,31.74
13.55,28.64,70.07
8.63,89.5,43.03
-44.96,40.82,72.31
-35.13,-148.21,102.22
-55.58,91.51,9.72
20.71,-31.86,28.26
0.37,78.04,59.25
-42.01,95.98,61.34
18.53,27.63,45.4
25.79,93.39,4.66
24.41,2.44,1.73
-12.68,-1.66,50.72
27.15,-144.14,15.07
25.01,6.56,0.4
-34.85,147.28,19.58
26.06,3.13,41.53
9.17,15.21,92.55
-36.49,6.48,50.2
14.72,-116.29,22.23
62.99,25.84,127.61
-10.62,20.2,43.04
-6.71,87.81,8.09
-10.79,70.59,57.13
-25.93,102.98,8.87
72.61,166.8,77.21
-52.06,-142.28,60.16
8.3,122.12,11.28
-6.9,78.94,14.17
5.91,116.07,61.68
25.34,-0.83,48.64
-11.59,-112.92,90.01
-9.78,161.78,9.83
16.31,-138.47,137.26
51.23,43.65,81.89
28.63,126.72,36.75
8.12,-38.01,44.32
-14.13,111.87,66.16
2.72,-147.18,119.6
35.79,122.95,34.03
-26.31,-22.63,6.14
-6.41,84.11,50.66
-56.82,118.38,51.31
-60.75,14.94,105.76
4.96,120.49,61.27
-17.71,132.83,60.72
39.27,-5.62,55.22
-67.01,-45.48,54.36
30.3,38.84,41.04
68.34,-156.66,24.09
-69.85,-26.26,53.49
-11.99,2.53,38.77
-32.48,-140.36,66.38
36.93,-141.76,97.49
5.36,80.19,84.46
-42.13,150.33,13.7
-84.47,-134.02,37.54
14.24,153.95,81.3
10.79,-115.01,100.58
38.3,-35,52.85
24.59,152.25,44.89
-15.33,115.8,8.57
-24.23,-24.68,74.65
-28.16,-124.37,34.03
19.56,158.34,10.91
-17.39,-89.68,46.41
-4.19,-157.41,222.48
-20.19,149.61,54.51
14.43,118.85,57.58
38.3,-35,75.72
-21.89,101.03,48.13
30.86,-129.44,59.69
-46.64,129.59,49.57
16.56,-72.72,10.66
-2.29,-98.89,4.67
53.28,-127.98,19.73
-29.93,-79.82,126.06
3.79,-175.63,6.25
-9.05,84.55,59.06
29.02,-45.61,15.59
9.41,65.69,17.85
-26.3,5.76,27.77
35.26,-166.11,15.62
-53.44,104.1,62.45
-84.48,-152.48,102.85
-9.78,-22.68,56.66
41.98,-154.63,56.88
-11.57,-11.57,26.77
3.22,-32.53,98.77
8.1,-134.66,11.8
38.3,141.74,59.35
-43.34,-147.7,52.64
-23.68,1.08,2.8
53.54,-28.22,14.2
-10.67,76.28,38.96
41.29,-107.83,4.1
-37.93,-59.2,39.43
-1.33,9.99,50.44
-44.48,-22.36,29.74
-32.6,-71.45,51.75
-4.46,-8.65,53.21
-14.4,-84.21,25.08
-23.12,-70.06,60.41
-42.67,100.94,48.97
25.77,-20.99,88.6
-14.76,64.56,42.65
42.79,13.15,2.34
5.14,23.32,33.6
-31.17,131.51,123.39
42.16,-119.34,76.83
-15.34,131.81,55.79
31.3,-14.79,73.92
-9.5,132.36,1.34
-9.93,119.45,109.88
44.17,162.69,45.48
51.17,-86.05,77.67
-35.85,-128.89,14.25
-8.86,61.04,179.05
-0.31,-26.63,59.31
31.85,-179.67,51.83
-15.49,-7.9,3.7
28.29,-97.05,13.07
-27.54,96.31,98.63
-81.8,-159.78,39.18
38.17,-81.25,76.89
7.35,43.3,52.11
-74.27,-76.02,24.2
26.66,30.5,230.77
40.33,-20.61,130.77
-3.19,37.46,63.23
-44.86,-139.89,6.66
-46.8,107.89,32.66
7.84,-164.89,92.16
-5.14,88.97,2.58
-30.66,-40.76,79.02
-29.28,-178.87,164.63
-28.92,70.02,59.25
-39.96,-56.17,73.23
-38.24,179.35,34.85
-61.36,-149.98,74.85
85.19,-109.69,57.61
2.72,-102.3,20.96
38.3,-35,45.16
19.07,148.36,51.87
-33.3,-33.69,96.07
-10.5,-42.49,67.22
29.24,-116.41,78.56
1.67,-109.05,18.56
12.69,62.2,89.72
-23.34,143.14,1.24
-18.51,-114.23,85.12
-35.78,-4.27,9.3
42.11,154.84,67.5
-47.19,6.54,93.48
31.85,-67.72,48.25
12.36,52.84,22.51
-24.35,-48.3,45.94
-54.6,6.09,32.1
30.69,-33.38,138.87
-5.41,52.9,2.88
70.03,-99.22,99.29
-32.35,24.77,60.87
-7,13.01,77.3
27.75,11.8,79.58
2.73,73.57,98.09
-25.96,-10.38,47.77
-55.43,-114.32,16.12
-2.15,-179.38,37.46
-16.76,123.12,93.61
21.5,31.39,0.36
9.76,113.07,45.79
-46.27,36.59,23.41
-17.42,-146.78,233.55
-22.69,-32.85,60.69
-0.44,-67.38,14.96
-13.76,60.31,36.66
27.35,98.28,28.2
-49.55,-21.88,69.3
34.59,-97.19,53.83
28.49,-34.2,14.81
44.12,-46.04,29.67
-6.33,129.17,30.36
82.08,-109.51,122.18
-36.74,-142.47,35.95
-12.97,-103.42,14.67
-3.99,41.79,92.46
-17.88,-23.89,33.94
14.34,36.78,17.6
-8.22,-121.24,44.32
-7.72,97.45,56.26
-38.87,152.56,30.9
33.2,24.15,32.71
26.43,89.36,135.22
13.63,40.56,54.41
-64.96,162.47,9.68
-50.47,84.8,43.51
-41.21,-148.99,63.79
18.13,-149.24,22.13
-1.92,67.99,57.51
10.52,20.1,31.92
24.2,-7.85,19.77
21.26,45.97,127.03
-11.04,29.76,12.04
4.9,-40.72,51.49
-11.98,44.07,44.63
-12.73,44.99,1.57
-50.03,-5.98,24.83
80.87,10.41,82.04
41.6,-43.5,32.16
-40.75,-168.65,42.5
-85,11.4,45.69
-87.22,75.94,26.11
-45.41,54.05,37.78
22.03,105.56,121.93
5.7,162.39,44.18
14.45,9.07,84.85
4.57,19.99,47.73
24.47,11.36,6.01
-67.51,26.37,227.02
19.36,34.8,73.33
22.23,-167.57,46.31
15.52,-2.05,1.55
-9.48,145.2,20
-39.38,76.57,17.25
-28.46,-139.06,17.57
11.9,-50.84,47.24
53.43,-62.84,38.4
-31.16,-29.35,68.63
18.93,27.39,11.04
2.16,30.04,35.84
42.7,30.51,1.84
-14.52,-93.88,55.05
49.7,-27.28,65.08
-41.77,13.92,101.79
37.11,39.69,50.95
29.76,-26.36,30.36
29.9,98.53,8.28
2.11,92.22,30.23
-33.24,-149.77,63.84
-15.32,50.24,27.13
-41.28,-146.26,54.45
30.39,-20.88,162.49
-15.72,-170.86,48.12
47.01,-92.83,36.11
16.63,-166.09,49.65
-35.93,-147.95,65.07
22.5,-127.65,15.12
-10.47,-148.99,63.14
-43.63,-35.19,68.9
13.57,-96.18,2.62
24.3,122.94,120.13
-10.87,113.1,62.72
8.12,121.78,6.92
-48.83,-109.86,34.18
5.38,141.17,33.58
16.26,15.93,49.57
3.41,36.94,56.36
-29.25,-26.11,44.99
46.66,66.07,181.47
74.83,-117.45,73.94
-21.49,-49.34,21.51
12.11,125.53,46.21
39.31,60.06,36.99
-1.9,47.65,16.86
-40.42,43.37,80.21
73.57,19.63,114.64
71.77,-129.64,28.27
25.05,0.21,122.1
6.72,-121.55,43.51
76.53,171.35,101.8
10.01,-30.23,54.51
-39.37,0.78,22.56
46.76,121.52,58.77
8.54,155.74,10.94
-31,112.78,63.75
24.67,-161.73,15.29
-56.13,-145.8,76.79
-67.54,178.57,70.01
49.77,20.17,11.8
17.76,-154.65,62.7
15.63,101.13,70.16
-18.73,-164.83,26.03
66.27,28.8,69.4
9.44,103.26,48.88
4.77,137.45,65.28
-0.59,24.16,2.6
-19.24,47.54,10.55
-12.54,-1.73,78.9
-45.83,-20.76,179.44
47.06,-160.08,6.65
37.25,-177.55,2.87
-70.63,-5.95,69.03
-2.82,64.62,42.48
4.62,127.33,11.94
21.9,-175.29,38.02
20.95,-90.2,59.32
-0.7,-5.88,6.08
78.38,-26.82,1.45
-60.91,97.57,43.31
-7.64,2.04,22.06
-23.38,-140.97,37.77
5.07,-0.21,241.41
-63.65,29.93,68.42
19.51,154.05,148.14
81.17,95.38,36.12
-4.7,57.93,8.94
-41.04,0.14,21.1
-50.49,-56.39,4.05
-24.91,177.34,72.98
19.98,-31.16,56.81
35.38,-62.02,51
-31.35,39.88,30.48
-58.58,39.01,104.21
-5.25,123.24,107.08
-81.07,135.77,76.18
68.21,25.02,19.34
8.76,84.58,126.37
35.57,-94.64,69.03
-26.68,125.17,69.06
-71.16,70.92,22.04
29.76,43.67,31.47
-76.52,-17.44,37.68
-26.22,-85.21,37.02
-42.47,25.87,25.08
-21.95,-12.5,51.57
31.8,-51.76,139.52
72.2,-120.15,23.97
33.19,134.17,96.76
35.08,151.28,120.58
38.3,-35,11.91
-44.57,-170.8,55.92
14.73,-101.39,25.48
-85.28,53.27,57.75
0.17,75.95,13.39
-48.82,-45.84,2.85
-34.9,3.79,83.16
-11.78,-30.35,101.45
66.35,-114.18,56.73
-70.52,-162.2,78.3
4.62,91.15,17.62
32.19,167.45,135.03
62.49,154.84,49.52
-38.67,162.43,72.23
-30.42,157.29,70.41
57.13,-64.2,73.47
43.09,47.25,42.28
18.32,-113.78,61.75
-43.76,76.09,78.67
7.3,-76.14,73.02
20.57,117.79,79.94
58.72,138.44,78.45
58.21,-102.22,68.64
-36.38,-149.79,26.88
-16.32,-17.64,48.73
-35.32,-166.03,201.16
-1.52,-0.45,40.87
-42.61,169.22,82.05
-25.77,-175.08,72.93
-40.37,-3.96,121.02
18.61,5.27,0.42
18.65,27.65,0.96
-10.98,-6.25,1.79
10.24,121.95,108.13
-9.47,-7.19,33.47
-28.02,64.39,41.87
5.48,-1.65,49.51
-28.64,-47.8,39.84
62.6,-94.63,60.92
-4.2,140.69,67.5
10.15,163.95,92.03
-22.92,163.44,85.88
50.09,-150.34,98.87
25.88,-108.91,94.57
-33.29,103.69,93.08
-14.57,3.29,70.66
-7.88,-15.78,47.28
37.25,-171.16,41.12
74.36,-70.63,108.2
-14.06,-140.53,127.36
-11.58,104.91,232.77
24.91,0.5,10.08
-16.77,133.6,55.25
-44.76,137.35,95.28
-28.28,142.4,143.05
44.24,145.29,59.98
88.63,24.4,78.75
12.51,-106.3,40.84
2.76,86.96,12.55
18.26,53.35,18.86
-46.4,67.8,61.53
-64.57,11.34,56.45
-24.05,106.01,48.87
-9.99,128.8,88.74
47.02,-175.73,62.48
42.11,-127.95,87.41
-25.39,60.78,184.06
74.35,67.89,76.95
68.07,29.39,14.67
2.32,63.46,5.04
45.14,108.47,32.86
36.92,-115.28,64.07
-61.36,88.18,55.44
-27.52,-86.75,36.67
-62.73,-110.83,93.47
-26.57,75.67,104.21
72.22,-32.88,71.44
-52.79,-57.31,115.18
-36.16,-68.01,102.57
41.91,-3.24,12.96
14.57,54.72,22.35
-29.7,32.2,87.58
-2.88,6.99,15.4
-43.56,-7.49,59.95
3.3,-100.24,9.29
-48.37,124.25,40.96
-60.17,-86.7,64.37
-58.64,-73.95,88.43
-20.34,139.93,62.14
-29.88,-13.53,100.63
-50.61,30.57,79.85
-35.06,119.29,53.47
42.25,28.22,42.97
-57.27,135.34,319.46
-10.22,163.26,36.8
81.63,176.71,114.34
51.62,-9.38,100.68
-23.56,8.45,49.88
15.36,23.61,41.31
-24.62,-154.86,75.7
24.18,79.05,69.59
57.27,-99.23,212.36
-42.38,111.11,40.87
-56.86,163.99,345.99
78.9,-146.21,65.11
-30.34,10.56,41.4
-22.46,25.63,40.81
25.57,115.01,66.53
0.74,66.91,25.51
75.91,-54.57,67.57
-25.43,21.55,39.7
-28.42,14.36,55.66
-58.78,66.07,91.4
16.93,99.38,71.4
-56.15,-10.18,51.46
31.88,29.99,95.06
17.5,-133.38,127.55
-3.99,130.78,53.9
-59.62,141.54,87.53
-56.71,108.47,54.88
25.49,-44.14,46.13
-10.96,-6.21,1.5
16.09,46.89,26.91
-46.43,-5.04,47.64
56.02,7.34,21.05
-9.16,-1.84,153.67
-27.82,-39.19,24.95
23.87,-11,2.17
-25.51,-2.03,114.97
-1.54,94.86,50.29
63.68,-62.98,144.55
20.57,-20.59,18.81
42.66,-135.3,54.77
